job_id,job_title,company,location,job_description,required_skills,experience_level,stipend_rs,job_type,industry
J101,DevOps Engineer,HCL,Bangalore,"DevOps Engineer position at HCL in Bangalore for Fresher level. Requires experience in SQL, Automation Anywhere, Kali Linux, Power BI, Docker.","SQL, Automation Anywhere, Kali Linux, Power BI, Docker",Fresher,9126,Internship,Cloud
J102,RPA Developer,Wipro,Remote,"RPA Developer position at Wipro in Remote for Junior level. Requires experience in Azure, Automation Anywhere, Power BI, React, Kubernetes, AWS.","Azure, Automation Anywhere, Power BI, React, Kubernetes, AWS",Junior,10743,Internship,Consulting
J103,QA Engineer,Google,Hyderabad,"QA Engineer position at Google in Hyderabad for Fresher level. Requires experience in Python, Kubernetes, React, Java, Azure, PostgreSQL.","Python, Kubernetes, React, Java, Azure, PostgreSQL",Fresher,24295,Internship,Cloud
J104,Full Stack Developer,Amazon,Delhi,"Full Stack Developer position at Amazon in Delhi for Fresher level. Requires experience in TensorFlow, Tableau, JavaScript, Linux.","TensorFlow, Tableau, JavaScript, Linux",Fresher,16863,Internship,Education
J105,Data Analyst,Capgemini,Pune,"Data Analyst position at Capgemini in Pune for Senior level. Requires experience in MongoDB, PostgreSQL, Django, AWS, PyTorch, TensorFlow, SQL.","MongoDB, PostgreSQL, Django, AWS, PyTorch, TensorFlow, SQL",Senior,25945,Contract,IT
J106,System Administrator,Amazon,Pune,"System Administrator position at Amazon in Pune for Junior level. Requires experience in MongoDB, Linux, Tableau, Node.js, TensorFlow, Kali Linux.","MongoDB, Linux, Tableau, Node.js, TensorFlow, Kali Linux",Junior,82093,Full-time,Consulting
J107,RPA Developer,Infosys,Bangalore,"RPA Developer position at Infosys in Bangalore for Fresher level. Requires experience in JavaScript, PostgreSQL, HTML, TensorFlow, MongoDB, UiPath, AWS.","JavaScript, PostgreSQL, HTML, TensorFlow, MongoDB, UiPath, AWS",Fresher,19092,Contract,Cloud
J108,AI/ML Engineer,Infosys,Pune,"AI/ML Engineer position at Infosys in Pune for Mid level. Requires experience in SQL, Automation Anywhere, PostgreSQL, AWS.","SQL, Automation Anywhere, PostgreSQL, AWS",Mid,134326,Internship,Consulting
J109,Business Analyst,Microsoft,Remote,"Business Analyst position at Microsoft in Remote for Junior level. Requires experience in PostgreSQL, CSS, Django, Kali Linux.","PostgreSQL, CSS, Django, Kali Linux",Junior,96414,Contract,IT
J110,Frontend Developer,Google,Pune,"Frontend Developer position at Google in Pune for Mid level. Requires experience in Azure, Django, PyTorch, JavaScript, AWS.","Azure, Django, PyTorch, JavaScript, AWS",Mid,143015,Internship,E-Commerce
J111,AI/ML Engineer,Capgemini,Pune,"AI/ML Engineer position at Capgemini in Pune for Fresher level. Requires experience in Linux, Django, Automation Anywhere, Spring Boot.","Linux, Django, Automation Anywhere, Spring Boot",Fresher,19061,Internship,Cloud
J112,Cybersecurity Analyst,Google,Hyderabad,"Cybersecurity Analyst position at Google in Hyderabad for Mid level. Requires experience in Python, Kubernetes, Azure, Git, Django, MongoDB.","Python, Kubernetes, Azure, Git, Django, MongoDB",Mid,99082,Contract,Finance
J113,Software Engineer,TCS,Delhi,"Software Engineer position at TCS in Delhi for Fresher level. Requires experience in TensorFlow, HTML, Kubernetes, CSS, Node.js, UiPath, Git.","TensorFlow, HTML, Kubernetes, CSS, Node.js, UiPath, Git",Fresher,17327,Full-time,Cloud
J114,RPA Developer,Amazon,Bangalore,"RPA Developer position at Amazon in Bangalore for Junior level. Requires experience in TensorFlow, Django, PostgreSQL, PyTorch, Linux, Automation Anywhere.","TensorFlow, Django, PostgreSQL, PyTorch, Linux, Automation Anywhere",Junior,31386,Full-time,IT
J115,Frontend Developer,EY,Hyderabad,"Frontend Developer position at EY in Hyderabad for Fresher level. Requires experience in Django, Automation Anywhere, Git, PyTorch, Tableau, UiPath.","Django, Automation Anywhere, Git, PyTorch, Tableau, UiPath",Fresher,8633,Internship,Healthcare
J116,Cybersecurity Analyst,Google,Hyderabad,"Cybersecurity Analyst position at Google in Hyderabad for Senior level. Requires experience in Node.js, Docker, Kali Linux, Azure, React.","Node.js, Docker, Kali Linux, Azure, React",Senior,12015,Contract,IT
J117,Cybersecurity Analyst,Microsoft,Bangalore,"Cybersecurity Analyst position at Microsoft in Bangalore for Fresher level. Requires experience in MongoDB, Power BI, Spring Boot, JavaScript, Tableau.","MongoDB, Power BI, Spring Boot, JavaScript, Tableau",Fresher,10757,Internship,Healthcare
J118,Full Stack Developer,Microsoft,Bangalore,"Full Stack Developer position at Microsoft in Bangalore for Senior level. Requires experience in TensorFlow, SQL, HTML, Git.","TensorFlow, SQL, HTML, Git",Senior,124352,Contract,IT
J119,Frontend Developer,HCL,Mumbai,"Frontend Developer position at HCL in Mumbai for Senior level. Requires experience in HTML, Kubernetes, UiPath, Linux.","HTML, Kubernetes, UiPath, Linux",Senior,116176,Internship,E-Commerce
J120,Backend Developer,Microsoft,Bangalore,"Backend Developer position at Microsoft in Bangalore for Senior level. Requires experience in Tableau, SQL, MongoDB, Node.js, HTML, JavaScript, Spring Boot.","Tableau, SQL, MongoDB, Node.js, HTML, JavaScript, Spring Boot",Senior,124209,Full-time,Cloud
J121,Data Scientist,TCS,Bangalore,"Data Scientist position at TCS in Bangalore for Fresher level. Requires experience in CI/CD, Flask, Azure, JavaScript, AWS, Kali Linux.","CI/CD, Flask, Azure, JavaScript, AWS, Kali Linux",Fresher,16448,Contract,Cloud
J122,Cybersecurity Analyst,Wipro,Hyderabad,"Cybersecurity Analyst position at Wipro in Hyderabad for Junior level. Requires experience in TensorFlow, Kali Linux, Git, UiPath, Automation Anywhere, Django, CI/CD.","TensorFlow, Kali Linux, Git, UiPath, Automation Anywhere, Django, CI/CD",Junior,56437,Contract,E-Commerce
J123,QA Engineer,HCL,Pune,"QA Engineer position at HCL in Pune for Mid level. Requires experience in TensorFlow, Flask, Node.js, React, Git, Java, CSS.","TensorFlow, Flask, Node.js, React, Git, Java, CSS",Mid,27900,Full-time,Education
J124,Full Stack Developer,Amazon,Pune,"Full Stack Developer position at Amazon in Pune for Senior level. Requires experience in Automation Anywhere, Node.js, SQL, Flask, Kali Linux, Linux.","Automation Anywhere, Node.js, SQL, Flask, Kali Linux, Linux",Senior,24913,Internship,IT
J125,RPA Developer,Capgemini,Mumbai,"RPA Developer position at Capgemini in Mumbai for Senior level. Requires experience in HTML, Linux, PyTorch, Tableau, Azure.","HTML, Linux, PyTorch, Tableau, Azure",Senior,127894,Contract,IT
J126,Data Analyst,IBM,Bangalore,"Data Analyst position at IBM in Bangalore for Mid level. Requires experience in Java, JavaScript, Spring Boot, TensorFlow, Tableau.","Java, JavaScript, Spring Boot, TensorFlow, Tableau",Mid,142264,Contract,E-Commerce
J127,Full Stack Developer,HCL,Hyderabad,"Full Stack Developer position at HCL in Hyderabad for Mid level. Requires experience in Kali Linux, HTML, Django, Linux, Java, Flask, Automation Anywhere.","Kali Linux, HTML, Django, Linux, Java, Flask, Automation Anywhere",Mid,111558,Internship,Finance
J128,AI/ML Engineer,Amazon,Pune,"AI/ML Engineer position at Amazon in Pune for Fresher level. Requires experience in CI/CD, Django, Linux, Azure, HTML, SQL.","CI/CD, Django, Linux, Azure, HTML, SQL",Fresher,14310,Contract,Healthcare
J129,RPA Developer,TCS,Pune,"RPA Developer position at TCS in Pune for Mid level. Requires experience in Node.js, Power BI, MongoDB, Flask.","Node.js, Power BI, MongoDB, Flask",Mid,43803,Contract,Healthcare
J130,Data Scientist,Microsoft,Remote,"Data Scientist position at Microsoft in Remote for Junior level. Requires experience in Python, CSS, Node.js, Kubernetes, Docker, HTML.","Python, CSS, Node.js, Kubernetes, Docker, HTML",Junior,120993,Contract,E-Commerce
J131,Data Scientist,IBM,Hyderabad,"Data Scientist position at IBM in Hyderabad for Junior level. Requires experience in UiPath, AWS, Tableau, Power BI, Kali Linux, Java.","UiPath, AWS, Tableau, Power BI, Kali Linux, Java",Junior,30228,Full-time,Consulting
J132,QA Engineer,Microsoft,Remote,"QA Engineer position at Microsoft in Remote for Junior level. Requires experience in Kubernetes, Automation Anywhere, Spring Boot, Kali Linux, Linux.","Kubernetes, Automation Anywhere, Spring Boot, Kali Linux, Linux",Junior,50436,Contract,Healthcare
J133,Data Scientist,TCS,Delhi,"Data Scientist position at TCS in Delhi for Senior level. Requires experience in TensorFlow, Linux, Node.js, Kali Linux, CI/CD.","TensorFlow, Linux, Node.js, Kali Linux, CI/CD",Senior,105498,Full-time,Healthcare
J134,Data Scientist,IBM,Hyderabad,"Data Scientist position at IBM in Hyderabad for Junior level. Requires experience in Django, Git, TensorFlow, Kali Linux, Node.js, MongoDB.","Django, Git, TensorFlow, Kali Linux, Node.js, MongoDB",Junior,60860,Internship,Education
J135,Full Stack Developer,Capgemini,Mumbai,"Full Stack Developer position at Capgemini in Mumbai for Junior level. Requires experience in Flask, PyTorch, CSS, Power BI.","Flask, PyTorch, CSS, Power BI",Junior,75536,Full-time,Consulting
J136,System Administrator,Amazon,Delhi,"System Administrator position at Amazon in Delhi for Fresher level. Requires experience in TensorFlow, Tableau, Azure, PostgreSQL, SQL, JavaScript.","TensorFlow, Tableau, Azure, PostgreSQL, SQL, JavaScript",Fresher,10253,Internship,E-Commerce
J137,Network Engineer,IBM,Pune,"Network Engineer position at IBM in Pune for Fresher level. Requires experience in JavaScript, MongoDB, SQL, CSS, Automation Anywhere, Python.","JavaScript, MongoDB, SQL, CSS, Automation Anywhere, Python",Fresher,17991,Internship,IT
J138,AI/ML Engineer,Amazon,Remote,"AI/ML Engineer position at Amazon in Remote for Mid level. Requires experience in Automation Anywhere, PyTorch, Spring Boot, Azure, Kali Linux, UiPath.","Automation Anywhere, PyTorch, Spring Boot, Azure, Kali Linux, UiPath",Mid,20040,Full-time,Consulting
J139,Backend Developer,HCL,Bangalore,"Backend Developer position at HCL in Bangalore for Fresher level. Requires experience in Power BI, CI/CD, Linux, Tableau, PostgreSQL.","Power BI, CI/CD, Linux, Tableau, PostgreSQL",Fresher,12066,Full-time,Finance
J140,Software Engineer,EY,Hyderabad,"Software Engineer position at EY in Hyderabad for Mid level. Requires experience in Flask, UiPath, Linux, TensorFlow, SQL, AWS, PyTorch.","Flask, UiPath, Linux, TensorFlow, SQL, AWS, PyTorch",Mid,72505,Full-time,IT
J141,RPA Developer,Capgemini,Bangalore,"RPA Developer position at Capgemini in Bangalore for Junior level. Requires experience in Python, Linux, CSS, JavaScript, Git, PostgreSQL, Kubernetes.","Python, Linux, CSS, JavaScript, Git, PostgreSQL, Kubernetes",Junior,86355,Contract,Consulting
J142,QA Engineer,Amazon,Chennai,"QA Engineer position at Amazon in Chennai for Mid level. Requires experience in Java, Flask, MongoDB, CSS, React, Python, CI/CD.","Java, Flask, MongoDB, CSS, React, Python, CI/CD",Mid,112355,Full-time,IT
J143,Data Scientist,Amazon,Pune,"Data Scientist position at Amazon in Pune for Junior level. Requires experience in Java, CSS, Power BI, HTML, Automation Anywhere.","Java, CSS, Power BI, HTML, Automation Anywhere",Junior,97167,Contract,E-Commerce
J144,QA Engineer,TCS,Remote,"QA Engineer position at TCS in Remote for Senior level. Requires experience in SQL, Spring Boot, Kali Linux, TensorFlow, Java.","SQL, Spring Boot, Kali Linux, TensorFlow, Java",Senior,57783,Contract,Education
J145,Cybersecurity Analyst,Wipro,Bangalore,"Cybersecurity Analyst position at Wipro in Bangalore for Junior level. Requires experience in Automation Anywhere, Power BI, PyTorch, React, Java, Flask, Docker.","Automation Anywhere, Power BI, PyTorch, React, Java, Flask, Docker",Junior,91284,Full-time,Cybersecurity
J146,Cybersecurity Analyst,Microsoft,Remote,"Cybersecurity Analyst position at Microsoft in Remote for Fresher level. Requires experience in UiPath, CSS, PostgreSQL, MongoDB.","UiPath, CSS, PostgreSQL, MongoDB",Fresher,13952,Contract,Cybersecurity
J147,Business Analyst,IBM,Mumbai,"Business Analyst position at IBM in Mumbai for Mid level. Requires experience in UiPath, Tableau, React, SQL, PostgreSQL, CI/CD.","UiPath, Tableau, React, SQL, PostgreSQL, CI/CD",Mid,140422,Full-time,Education
J148,Frontend Developer,HCL,Remote,"Frontend Developer position at HCL in Remote for Junior level. Requires experience in SQL, HTML, Django, Node.js.","SQL, HTML, Django, Node.js",Junior,94203,Contract,Finance
J149,Cybersecurity Analyst,IBM,Chennai,"Cybersecurity Analyst position at IBM in Chennai for Senior level. Requires experience in Java, CI/CD, CSS, Linux, PostgreSQL, React, Flask.","Java, CI/CD, CSS, Linux, PostgreSQL, React, Flask",Senior,102155,Full-time,Education
J150,Data Scientist,Google,Bangalore,"Data Scientist position at Google in Bangalore for Senior level. Requires experience in Linux, Django, UiPath, TensorFlow, Java.","Linux, Django, UiPath, TensorFlow, Java",Senior,18163,Internship,Consulting
J151,Cloud Engineer,Amazon,Hyderabad,"Cloud Engineer position at Amazon in Hyderabad for Mid level. Requires experience in Django, TensorFlow, CSS, Kali Linux, SQL.","Django, TensorFlow, CSS, Kali Linux, SQL",Mid,18489,Internship,Healthcare
J152,RPA Developer,TCS,Chennai,"RPA Developer position at TCS in Chennai for Mid level. Requires experience in AWS, Python, CI/CD, Kubernetes, PyTorch.","AWS, Python, CI/CD, Kubernetes, PyTorch",Mid,83056,Internship,Cybersecurity
J153,Full Stack Developer,Infosys,Chennai,"Full Stack Developer position at Infosys in Chennai for Fresher level. Requires experience in Linux, Node.js, Spring Boot, PyTorch, Docker.","Linux, Node.js, Spring Boot, PyTorch, Docker",Fresher,19623,Internship,Finance
J154,Software Engineer,TCS,Remote,"Software Engineer position at TCS in Remote for Fresher level. Requires experience in UiPath, Django, HTML, CSS.","UiPath, Django, HTML, CSS",Fresher,19585,Internship,Consulting
J155,Business Analyst,Amazon,Chennai,"Business Analyst position at Amazon in Chennai for Mid level. Requires experience in Tableau, JavaScript, AWS, Docker, Azure, UiPath.","Tableau, JavaScript, AWS, Docker, Azure, UiPath",Mid,55636,Internship,Consulting
J156,Data Scientist,IBM,Bangalore,"Data Scientist position at IBM in Bangalore for Mid level. Requires experience in Linux, SQL, Node.js, MongoDB, Spring Boot.","Linux, SQL, Node.js, MongoDB, Spring Boot",Mid,132527,Contract,Cybersecurity
J157,Business Analyst,IBM,Chennai,"Business Analyst position at IBM in Chennai for Senior level. Requires experience in Flask, SQL, TensorFlow, Kali Linux, Django, Tableau.","Flask, SQL, TensorFlow, Kali Linux, Django, Tableau",Senior,42853,Internship,E-Commerce
J158,AI/ML Engineer,TCS,Remote,"AI/ML Engineer position at TCS in Remote for Junior level. Requires experience in Automation Anywhere, AWS, Tableau, Azure.","Automation Anywhere, AWS, Tableau, Azure",Junior,141822,Full-time,Healthcare
J159,Cybersecurity Analyst,TCS,Hyderabad,"Cybersecurity Analyst position at TCS in Hyderabad for Mid level. Requires experience in SQL, React, Docker, Flask, Power BI, UiPath.","SQL, React, Docker, Flask, Power BI, UiPath",Mid,100707,Contract,Cloud
J160,Cloud Engineer,EY,Chennai,"Cloud Engineer position at EY in Chennai for Fresher level. Requires experience in Kubernetes, Django, Linux, CI/CD, HTML.","Kubernetes, Django, Linux, CI/CD, HTML",Fresher,24392,Contract,Consulting
J161,Network Engineer,HCL,Bangalore,"Network Engineer position at HCL in Bangalore for Fresher level. Requires experience in Flask, Docker, Kali Linux, Git, PostgreSQL, Linux.","Flask, Docker, Kali Linux, Git, PostgreSQL, Linux",Fresher,23899,Full-time,IT
J162,QA Engineer,Google,Mumbai,"QA Engineer position at Google in Mumbai for Mid level. Requires experience in UiPath, Django, MongoDB, Node.js, TensorFlow.","UiPath, Django, MongoDB, Node.js, TensorFlow",Mid,136601,Contract,Finance
J163,Software Engineer,Google,Hyderabad,"Software Engineer position at Google in Hyderabad for Senior level. Requires experience in HTML, Linux, Azure, Spring Boot, CI/CD.","HTML, Linux, Azure, Spring Boot, CI/CD",Senior,131750,Internship,Education
J164,Network Engineer,Microsoft,Mumbai,"Network Engineer position at Microsoft in Mumbai for Junior level. Requires experience in TensorFlow, AWS, React, JavaScript, Azure.","TensorFlow, AWS, React, JavaScript, Azure",Junior,93654,Internship,E-Commerce
J165,Software Engineer,Google,Pune,"Software Engineer position at Google in Pune for Senior level. Requires experience in Automation Anywhere, HTML, Git, CI/CD, Docker.","Automation Anywhere, HTML, Git, CI/CD, Docker",Senior,75082,Contract,Healthcare
J166,Data Scientist,TCS,Mumbai,"Data Scientist position at TCS in Mumbai for Senior level. Requires experience in SQL, MongoDB, Tableau, TensorFlow.","SQL, MongoDB, Tableau, TensorFlow",Senior,140382,Internship,Finance
J167,DevOps Engineer,Wipro,Chennai,"DevOps Engineer position at Wipro in Chennai for Mid level. Requires experience in Linux, Flask, Django, PyTorch, Node.js, Power BI, Python.","Linux, Flask, Django, PyTorch, Node.js, Power BI, Python",Mid,83755,Full-time,IT
J168,Network Engineer,Amazon,Mumbai,"Network Engineer position at Amazon in Mumbai for Junior level. Requires experience in Java, MongoDB, Automation Anywhere, Git, Power BI, Docker.","Java, MongoDB, Automation Anywhere, Git, Power BI, Docker",Junior,115710,Internship,Cybersecurity
J169,AI/ML Engineer,Capgemini,Pune,"AI/ML Engineer position at Capgemini in Pune for Fresher level. Requires experience in Automation Anywhere, Linux, Django, UiPath, AWS, Azure.","Automation Anywhere, Linux, Django, UiPath, AWS, Azure",Fresher,23017,Internship,Education
J170,Software Engineer,Infosys,Pune,"Software Engineer position at Infosys in Pune for Mid level. Requires experience in Linux, Tableau, MongoDB, Java, Azure.","Linux, Tableau, MongoDB, Java, Azure",Mid,47818,Contract,Cybersecurity
J171,Business Analyst,Microsoft,Remote,"Business Analyst position at Microsoft in Remote for Senior level. Requires experience in HTML, Linux, Kubernetes, MongoDB, CI/CD.","HTML, Linux, Kubernetes, MongoDB, CI/CD",Senior,49043,Contract,Education
J172,Network Engineer,EY,Chennai,"Network Engineer position at EY in Chennai for Mid level. Requires experience in Automation Anywhere, Python, CSS, HTML, Django, AWS, PostgreSQL.","Automation Anywhere, Python, CSS, HTML, Django, AWS, PostgreSQL",Mid,88588,Contract,Education
J173,RPA Developer,EY,Remote,"RPA Developer position at EY in Remote for Fresher level. Requires experience in CI/CD, Java, Git, PyTorch, Kubernetes.","CI/CD, Java, Git, PyTorch, Kubernetes",Fresher,13700,Contract,Education
J174,Full Stack Developer,HCL,Remote,"Full Stack Developer position at HCL in Remote for Senior level. Requires experience in Docker, Python, TensorFlow, HTML.","Docker, Python, TensorFlow, HTML",Senior,18276,Full-time,Cloud
J175,Frontend Developer,TCS,Mumbai,"Frontend Developer position at TCS in Mumbai for Junior level. Requires experience in Tableau, Docker, Power BI, HTML, Django.","Tableau, Docker, Power BI, HTML, Django",Junior,26326,Internship,Education
J176,Backend Developer,Capgemini,Mumbai,"Backend Developer position at Capgemini in Mumbai for Mid level. Requires experience in Power BI, CSS, Django, CI/CD, Kali Linux, Flask.","Power BI, CSS, Django, CI/CD, Kali Linux, Flask",Mid,149756,Full-time,Education
J177,Data Scientist,EY,Chennai,"Data Scientist position at EY in Chennai for Senior level. Requires experience in JavaScript, Node.js, Kali Linux, UiPath, Spring Boot, Docker.","JavaScript, Node.js, Kali Linux, UiPath, Spring Boot, Docker",Senior,83139,Full-time,Cloud
J178,Business Analyst,IBM,Pune,"Business Analyst position at IBM in Pune for Senior level. Requires experience in Git, Django, Power BI, MongoDB.","Git, Django, Power BI, MongoDB",Senior,85442,Internship,Finance
J179,System Administrator,Infosys,Remote,"System Administrator position at Infosys in Remote for Mid level. Requires experience in Spring Boot, SQL, CSS, TensorFlow, Flask, React.","Spring Boot, SQL, CSS, TensorFlow, Flask, React",Mid,21027,Full-time,Finance
J180,Business Analyst,IBM,Hyderabad,"Business Analyst position at IBM in Hyderabad for Junior level. Requires experience in AWS, Linux, CI/CD, Git, JavaScript.","AWS, Linux, CI/CD, Git, JavaScript",Junior,81203,Contract,Finance
J181,DevOps Engineer,Google,Delhi,"DevOps Engineer position at Google in Delhi for Junior level. Requires experience in PostgreSQL, HTML, Spring Boot, PyTorch.","PostgreSQL, HTML, Spring Boot, PyTorch",Junior,23760,Contract,Cloud
J182,Software Engineer,TCS,Bangalore,"Software Engineer position at TCS in Bangalore for Junior level. Requires experience in Kali Linux, Node.js, HTML, Flask, Java.","Kali Linux, Node.js, HTML, Flask, Java",Junior,135160,Internship,Education
J183,System Administrator,Amazon,Delhi,"System Administrator position at Amazon in Delhi for Junior level. Requires experience in Automation Anywhere, Kubernetes, Java, MongoDB, PyTorch, UiPath, Node.js.","Automation Anywhere, Kubernetes, Java, MongoDB, PyTorch, UiPath, Node.js",Junior,55892,Contract,IT
J184,System Administrator,Google,Bangalore,"System Administrator position at Google in Bangalore for Mid level. Requires experience in TensorFlow, Flask, Power BI, Tableau, PyTorch, Azure.","TensorFlow, Flask, Power BI, Tableau, PyTorch, Azure",Mid,97829,Contract,E-Commerce
J185,Network Engineer,Capgemini,Mumbai,"Network Engineer position at Capgemini in Mumbai for Mid level. Requires experience in CI/CD, TensorFlow, Flask, React, Spring Boot.","CI/CD, TensorFlow, Flask, React, Spring Boot",Mid,96686,Full-time,E-Commerce
J186,Cloud Engineer,Google,Delhi,"Cloud Engineer position at Google in Delhi for Mid level. Requires experience in Automation Anywhere, PostgreSQL, Tableau, HTML, SQL, MongoDB, AWS.","Automation Anywhere, PostgreSQL, Tableau, HTML, SQL, MongoDB, AWS",Mid,56004,Internship,Cloud
J187,Cloud Engineer,TCS,Mumbai,"Cloud Engineer position at TCS in Mumbai for Mid level. Requires experience in JavaScript, TensorFlow, Kali Linux, React, HTML, Node.js, Git.","JavaScript, TensorFlow, Kali Linux, React, HTML, Node.js, Git",Mid,78363,Full-time,IT
J188,Business Analyst,HCL,Bangalore,"Business Analyst position at HCL in Bangalore for Mid level. Requires experience in Django, AWS, TensorFlow, Node.js.","Django, AWS, TensorFlow, Node.js",Mid,71945,Contract,Cybersecurity
J189,Cloud Engineer,Infosys,Delhi,"Cloud Engineer position at Infosys in Delhi for Mid level. Requires experience in Linux, JavaScript, UiPath, Azure, PyTorch, CI/CD.","Linux, JavaScript, UiPath, Azure, PyTorch, CI/CD",Mid,87342,Contract,E-Commerce
J190,Backend Developer,HCL,Pune,"Backend Developer position at HCL in Pune for Senior level. Requires experience in Django, Kali Linux, Linux, UiPath, SQL.","Django, Kali Linux, Linux, UiPath, SQL",Senior,67255,Contract,Education
J191,Full Stack Developer,IBM,Chennai,"Full Stack Developer position at IBM in Chennai for Mid level. Requires experience in Git, Power BI, Azure, Kubernetes, HTML.","Git, Power BI, Azure, Kubernetes, HTML",Mid,26189,Full-time,E-Commerce
J192,Network Engineer,Capgemini,Mumbai,"Network Engineer position at Capgemini in Mumbai for Fresher level. Requires experience in SQL, Tableau, TensorFlow, Java, Kali Linux, Azure, UiPath.","SQL, Tableau, TensorFlow, Java, Kali Linux, Azure, UiPath",Fresher,24108,Contract,Cloud
J193,Frontend Developer,IBM,Chennai,"Frontend Developer position at IBM in Chennai for Fresher level. Requires experience in MongoDB, React, Automation Anywhere, Python.","MongoDB, React, Automation Anywhere, Python",Fresher,15098,Contract,Education
J194,Business Analyst,Wipro,Chennai,"Business Analyst position at Wipro in Chennai for Fresher level. Requires experience in Power BI, Java, SQL, PyTorch.","Power BI, Java, SQL, PyTorch",Fresher,16289,Full-time,Healthcare
J195,Data Analyst,EY,Mumbai,"Data Analyst position at EY in Mumbai for Junior level. Requires experience in TensorFlow, MongoDB, UiPath, SQL, Django, Spring Boot, Power BI.","TensorFlow, MongoDB, UiPath, SQL, Django, Spring Boot, Power BI",Junior,108162,Full-time,Healthcare
J196,Cloud Engineer,Microsoft,Bangalore,"Cloud Engineer position at Microsoft in Bangalore for Junior level. Requires experience in CI/CD, JavaScript, Automation Anywhere, Python, Kali Linux.","CI/CD, JavaScript, Automation Anywhere, Python, Kali Linux",Junior,148632,Contract,Healthcare
J197,Data Analyst,EY,Mumbai,"Data Analyst position at EY in Mumbai for Senior level. Requires experience in TensorFlow, CSS, Azure, React, Docker.","TensorFlow, CSS, Azure, React, Docker",Senior,70205,Contract,Healthcare
J198,System Administrator,Amazon,Bangalore,"System Administrator position at Amazon in Bangalore for Senior level. Requires experience in SQL, AWS, Linux, Java, TensorFlow.","SQL, AWS, Linux, Java, TensorFlow",Senior,73089,Contract,IT
J199,RPA Developer,Google,Hyderabad,"RPA Developer position at Google in Hyderabad for Fresher level. Requires experience in Kali Linux, Java, Azure, Tableau, Node.js.","Kali Linux, Java, Azure, Tableau, Node.js",Fresher,12678,Internship,Education
J200,DevOps Engineer,HCL,Pune,"DevOps Engineer position at HCL in Pune for Mid level. Requires experience in PostgreSQL, Node.js, React, Java, Power BI.","PostgreSQL, Node.js, React, Java, Power BI",Mid,47554,Full-time,Finance
